time [s],dt [s],aX [m/s^2],aY [m/s^2],aZ [m/s^2],gX [°/s],gY [°/s],gZ [°/s],alt [m],temp [C],placeholder
6.49300,0.00170,5.80000,-3.90000,-5.30000,0.23000,-0.03000,0.20000,-0.40000,22.50000,0.00000
6.49400,0.00170,5.80000,-4.00000,-5.40000,0.23000,-0.03000,0.18000,-0.40000,22.50000,0.00000
6.49600,0.00171,5.70000,-4.10000,-5.30000,0.25000,-0.04000,0.18000,-0.40000,22.50000,0.00000
6.49800,0.00170,5.80000,-4.00000,-5.30000,0.26000,-0.01000,0.20000,-0.40000,22.50000,0.00000
6.49900,0.00170,5.70000,-4.00000,-5.30000,0.28000,-0.02000,0.21000,-0.40000,22.50000,0.00000
6.50100,0.00171,5.70000,-3.90000,-5.30000,0.30000,-0.03000,0.21000,-0.40000,22.50000,0.00000
6.50300,0.00170,5.70000,-4.00000,-5.30000,0.32000,-0.03000,0.21000,-0.40000,22.50000,0.00000
6.50500,0.00170,5.70000,-3.90000,-5.40000,0.34000,-0.02000,0.21000,-0.40000,22.50000,0.00000
6.50600,0.00171,5.80000,-4.00000,-5.40000,0.36000,-0.03000,0.23000,-0.40000,22.50000,0.00000
6.52600,0.01941,5.70000,-4.00000,-5.40000,0.40000,-0.04000,0.24000,1.20000,22.50000,0.00000
6.52700,0.00170,5.80000,-3.90000,-5.80000,0.45000,-0.15000,0.26000,1.20000,22.50000,0.00000
6.52900,0.00170,5.90000,-3.90000,-5.90000,0.43000,-0.18000,0.24000,1.20000,22.50000,0.00000
6.53100,0.00170,5.90000,-3.90000,-5.90000,0.39000,-0.17000,0.25000,1.20000,22.50000,0.00000
6.53300,0.00170,5.90000,-3.90000,-5.90000,0.36000,-0.19000,0.24000,1.20000,22.50000,0.00000
6.53400,0.00170,5.90000,-3.90000,-5.90000,0.32000,-0.19000,0.20000,1.20000,22.50000,0.00000
6.53600,0.00171,6.00000,-4.00000,-5.90000,0.29000,-0.18000,0.18000,1.20000,22.50000,0.00000
6.53800,0.00170,6.00000,-3.90000,-6.00000,0.25000,-0.18000,0.16000,1.20000,22.50000,0.00000
6.53900,0.00170,6.00000,-3.90000,-6.00000,0.21000,-0.20000,0.12000,1.20000,22.50000,0.00000
6.54100,0.00170,5.90000,-3.80000,-6.00000,0.16000,-0.18000,0.10000,1.20000,22.50000,0.00000
6.56000,0.01941,6.00000,-3.90000,-6.00000,0.12000,-0.17000,0.09000,0.50000,22.50000,0.00000
6.56200,0.00171,5.80000,-4.00000,-5.40000,-0.16000,-0.04000,0.01000,0.50000,22.50000,0.00000
6.56400,0.00171,5.70000,-3.90000,-5.40000,-0.14000,-0.05000,0.02000,0.50000,22.50000,0.00000
6.56600,0.00170,5.70000,-3.90000,-5.30000,-0.10000,-0.04000,0.03000,0.50000,22.50000,0.00000
6.56700,0.00171,5.70000,-4.00000,-5.10000,-0.07000,-0.07000,0.04000,0.50000,22.50000,0.00000
6.56900,0.00171,5.70000,-4.00000,-5.10000,-0.03000,-0.08000,0.06000,0.50000,22.50000,0.00000
6.57100,0.00170,5.70000,-4.00000,-5.10000,0.01000,-0.07000,0.07000,0.50000,22.50000,0.00000
6.57200,0.00171,5.60000,-3.90000,-5.10000,0.04000,-0.07000,0.09000,0.50000,22.50000,0.00000
6.57400,0.00170,5.60000,-4.00000,-5.10000,0.12000,-0.07000,0.10000,0.50000,22.50000,0.00000
6.57600,0.00170,5.70000,-4.00000,-5.00000,0.17000,-0.07000,0.12000,0.50000,22.50000,0.00000
6.59500,0.01941,5.60000,-4.00000,-5.10000,0.21000,-0.07000,0.14000,0.70000,22.50000,0.00000
6.59700,0.00170,5.70000,-3.90000,-5.70000,0.42000,-0.17000,0.21000,0.70000,22.50000,0.00000
6.59900,0.00170,5.70000,-3.90000,-5.70000,0.39000,-0.14000,0.22000,0.70000,22.50000,0.00000
6.60000,0.00170,5.80000,-4.00000,-5.70000,0.37000,-0.13000,0.21000,0.70000,22.50000,0.00000
6.60200,0.00170,5.70000,-3.90000,-5.80000,0.33000,-0.15000,0.20000,0.70000,22.50000,0.00000
6.60400,0.00170,5.70000,-3.90000,-5.80000,0.28000,-0.17000,0.20000,0.70000,22.50000,0.00000
6.60500,0.00170,5.80000,-3.90000,-5.80000,0.24000,-0.16000,0.20000,0.70000,22.50000,0.00000
6.60700,0.00170,5.70000,-3.80000,-5.80000,0.24000,-0.15000,0.21000,0.70000,22.50000,0.00000
6.60900,0.00170,5.80000,-3.90000,-5.80000,0.20000,-0.12000,0.21000,0.70000,22.50000,0.00000
6.61100,0.00170,5.70000,-3.90000,-5.70000,0.17000,-0.12000,0.20000,0.70000,22.50000,0.00000
6.63000,0.01941,5.70000,-3.90000,-5.80000,0.15000,-0.09000,0.21000,0.50000,22.50000,0.00000
6.63200,0.00171,5.80000,-3.90000,-5.50000,0.17000,-0.17000,0.22000,0.50000,22.50000,0.00000
6.63300,0.00170,5.80000,-4.00000,-5.40000,0.20000,-0.18000,0.22000,0.50000,22.50000,0.00000
6.63500,0.00171,5.80000,-4.00000,-5.40000,0.22000,-0.18000,0.21000,0.50000,22.50000,0.00000
6.63700,0.00170,5.80000,-3.90000,-5.50000,0.23000,-0.18000,0.22000,0.50000,22.50000,0.00000
6.63900,0.00170,5.80000,-3.90000,-5.40000,0.26000,-0.18000,0.23000,0.50000,22.50000,0.00000
6.64000,0.00170,5.80000,-3.90000,-5.40000,0.26000,-0.17000,0.23000,0.50000,22.50000,0.00000
6.64200,0.00171,5.80000,-3.90000,-5.40000,0.26000,-0.19000,0.24000,0.50000,22.50000,0.00000
6.64400,0.00170,5.80000,-3.90000,-5.50000,0.28000,-0.17000,0.24000,0.50000,22.50000,0.00000
6.64500,0.00170,5.80000,-3.90000,-5.50000,0.29000,-0.17000,0.24000,0.50000,22.50000,0.00000
6.66500,0.01941,5.80000,-3.90000,-5.50000,0.30000,-0.18000,0.25000,-0.10000,22.50000,0.00000
6.66600,0.00170,5.80000,-3.90000,-5.70000,0.29000,-0.09000,0.22000,-0.10000,22.50000,0.00000
6.66800,0.00170,5.80000,-3.90000,-5.70000,0.26000,-0.11000,0.22000,-0.10000,22.50000,0.00000
6.67000,0.00170,5.90000,-3.90000,-5.70000,0.23000,-0.10000,0.20000,-0.10000,22.50000,0.00000
6.67200,0.00170,5.90000,-3.90000,-5.60000,0.21000,-0.10000,0.21000,-0.10000,22.50000,0.00000
6.67300,0.00170,5.80000,-3.90000,-5.60000,0.22000,-0.10000,0.18000,-0.10000,22.50000,0.00000
6.67500,0.00170,5.80000,-3.90000,-5.70000,0.22000,-0.04000,0.19000,-0.10000,22.50000,0.00000
6.67700,0.00170,5.90000,-3.90000,-5.60000,0.23000,-0.03000,0.20000,-0.10000,22.50000,0.00000
6.67800,0.00170,5.70000,-3.80000,-5.60000,0.24000,-0.14000,0.20000,-0.10000,22.50000,0.00000
6.68000,0.00170,5.70000,-3.80000,-5.50000,0.24000,-0.40000,0.21000,-0.10000,22.50000,0.00000
6.70000,0.01941,5.60000,-3.80000,-5.40000,0.26000,-0.70000,0.23000,-0.10000,22.50000,0.00000
6.70100,0.00170,5.90000,-3.90000,-5.70000,0.28000,-0.14000,0.21000,-0.10000,22.50000,0.00000
6.70300,0.00171,5.90000,-3.80000,-5.70000,0.25000,-0.14000,0.20000,-0.10000,22.50000,0.00000
6.70500,0.00170,6.00000,-3.80000,-5.60000,0.23000,-0.16000,0.18000,-0.10000,22.50000,0.00000
6.70600,0.00170,5.90000,-3.90000,-5.60000,0.21000,-0.14000,0.15000,-0.10000,22.50000,0.00000
6.70800,0.00171,5.90000,-3.90000,-5.70000,0.21000,-0.15000,0.15000,-0.10000,22.50000,0.00000
6.71000,0.00170,5.80000,-3.90000,-5.60000,0.19000,-0.15000,0.14000,-0.10000,22.50000,0.00000
6.71100,0.00170,5.90000,-3.90000,-5.70000,0.18000,-0.12000,0.14000,-0.10000,22.50000,0.00000
6.71300,0.00171,5.80000,-3.90000,-5.60000,0.19000,-0.12000,0.14000,-0.10000,22.50000,0.00000
6.71500,0.00170,5.80000,-3.90000,-5.60000,0.20000,-0.15000,0.13000,-0.10000,22.50000,0.00000
6.73400,0.01941,5.80000,-3.90000,-5.60000,0.20000,-0.18000,0.14000,0.50000,22.50000,0.00000
6.73600,0.00170,5.70000,-3.90000,-5.70000,0.28000,-0.27000,0.23000,0.50000,22.50000,0.00000
6.73800,0.00170,5.80000,-3.90000,-5.80000,0.26000,-0.30000,0.21000,0.50000,22.50000,0.00000
6.73900,0.00171,5.80000,-3.90000,-5.90000,0.23000,-0.29000,0.20000,0.50000,22.50000,0.00000
6.74100,0.00170,5.80000,-3.90000,-5.80000,0.20000,-0.28000,0.21000,0.50000,22.50000,0.00000
6.74300,0.00170,5.80000,-3.90000,-5.80000,0.18000,-0.29000,0.21000,0.50000,22.50000,0.00000
6.74500,0.00171,5.90000,-3.90000,-5.90000,0.13000,-0.29000,0.18000,0.50000,22.50000,0.00000
6.74600,0.00170,5.80000,-3.80000,-5.90000,0.09000,-0.28000,0.18000,0.50000,22.50000,0.00000
6.74800,0.00171,5.90000,-3.90000,-5.90000,0.06000,-0.27000,0.18000,0.50000,22.50000,0.00000
6.75000,0.00170,5.90000,-3.90000,-5.80000,0.01000,-0.26000,0.17000,0.50000,22.50000,0.00000
6.76900,0.01941,5.80000,-3.90000,-5.80000,0.00000,-0.25000,0.18000,0.20000,22.50000,0.00000
6.77100,0.00171,5.60000,-3.90000,-5.30000,0.00000,-0.16000,0.23000,0.20000,22.50000,0.00000
6.77200,0.00170,5.70000,-3.90000,-5.20000,0.04000,-0.16000,0.23000,0.20000,22.50000,0.00000
6.77400,0.00171,5.60000,-3.90000,-5.20000,0.06000,-0.17000,0.26000,0.20000,22.50000,0.00000
6.77600,0.00170,5.60000,-3.90000,-5.30000,0.09000,-0.19000,0.26000,0.20000,22.50000,0.00000
6.77800,0.00170,5.70000,-3.90000,-5.30000,0.13000,-0.19000,0.29000,0.20000,22.50000,0.00000
6.77900,0.00171,5.70000,-3.90000,-5.30000,0.14000,-0.17000,0.29000,0.20000,22.50000,0.00000
6.78100,0.00170,5.60000,-3.90000,-5.30000,0.17000,-0.18000,0.31000,0.20000,22.50000,0.00000
6.78300,0.00170,5.70000,-4.00000,-5.30000,0.18000,-0.19000,0.34000,0.20000,22.50000,0.00000
6.78400,0.00170,5.60000,-3.90000,-5.20000,0.21000,-0.20000,0.33000,0.20000,22.50000,0.00000
6.80400,0.01941,5.70000,-3.90000,-5.30000,0.21000,-0.21000,0.36000,-0.40000,22.50000,0.00000
6.80500,0.00170,5.70000,-3.90000,-5.60000,0.44000,-0.37000,0.39000,-0.40000,22.50000,0.00000
6.80700,0.00170,5.80000,-3.90000,-5.60000,0.45000,-0.36000,0.41000,-0.40000,22.50000,0.00000
6.80900,0.00170,5.70000,-3.80000,-5.70000,0.45000,-0.38000,0.42000,-0.40000,22.50000,0.00000
6.81100,0.00170,5.90000,-3.90000,-5.60000,0.44000,-0.36000,0.43000,-0.40000,22.50000,0.00000
6.81200,0.00170,5.80000,-3.80000,-5.80000,0.42000,-0.33000,0.42000,-0.40000,22.50000,0.00000
6.81400,0.00170,5.90000,-3.80000,-5.80000,0.39000,-0.33000,0.43000,-0.40000,22.50000,0.00000
6.81600,0.00170,5.90000,-3.80000,-5.80000,0.34000,-0.34000,0.44000,-0.40000,22.50000,0.00000
6.81700,0.00171,6.00000,-3.90000,-6.00000,0.30000,-0.32000,0.43000,-0.40000,22.50000,0.00000
6.81900,0.00170,6.00000,-3.90000,-5.80000,0.27000,-0.32000,0.40000,-0.40000,22.50000,0.00000
6.83900,0.01941,6.00000,-3.80000,-5.90000,0.23000,-0.31000,0.41000,0.00000,22.50000,0.00000
6.84000,0.00171,5.90000,-3.80000,-5.50000,0.01000,-0.19000,0.18000,0.00000,22.50000,0.00000
6.84200,0.00170,5.90000,-3.90000,-5.50000,0.03000,-0.18000,0.16000,0.00000,22.50000,0.00000
6.84400,0.00170,6.00000,-3.90000,-5.40000,0.04000,-0.17000,0.18000,0.00000,22.50000,0.00000
6.84500,0.00170,6.00000,-3.80000,-5.40000,0.04000,-0.17000,0.18000,0.00000,22.50000,0.00000
6.84700,0.00171,5.90000,-3.90000,-5.30000,0.08000,-0.15000,0.17000,0.00000,22.50000,0.00000
6.84900,0.00170,5.90000,-3.90000,-5.40000,0.09000,-0.15000,0.17000,0.00000,22.50000,0.00000
6.85000,0.00170,6.00000,-3.90000,-5.50000,0.11000,-0.14000,0.19000,0.00000,22.50000,0.00000
6.85200,0.00171,5.90000,-3.80000,-5.30000,0.10000,-0.12000,0.19000,0.00000,22.50000,0.00000
6.85400,0.00170,6.00000,-3.80000,-5.30000,0.10000,-0.11000,0.20000,0.00000,22.50000,0.00000
6.87300,0.01941,5.90000,-3.80000,-5.40000,0.14000,-0.07000,0.19000,0.00000,22.50000,0.00000
6.87500,0.00171,5.90000,-3.90000,-5.40000,0.26000,0.00000,0.21000,0.00000,22.50000,0.00000
6.87700,0.00170,5.90000,-3.90000,-5.40000,0.28000,0.01000,0.20000,0.00000,22.50000,0.00000
6.87800,0.00170,5.90000,-3.90000,-5.40000,0.31000,0.01000,0.21000,0.00000,22.50000,0.00000
6.88000,0.00171,5.80000,-3.90000,-5.30000,0.32000,0.02000,0.20000,0.00000,22.50000,0.00000
6.88200,0.00170,5.90000,-3.90000,-5.30000,0.33000,0.01000,0.20000,0.00000,22.50000,0.00000
6.88400,0.00171,5.90000,-3.90000,-5.40000,0.34000,0.00000,0.21000,0.00000,22.50000,0.00000
6.88500,0.00170,5.90000,-3.90000,-5.40000,0.36000,-0.03000,0.19000,0.00000,22.50000,0.00000
6.88700,0.00170,5.90000,-3.90000,-5.40000,0.40000,-0.06000,0.19000,0.00000,22.50000,0.00000
6.88900,0.00171,5.80000,-3.90000,-5.50000,0.42000,-0.06000,0.20000,0.00000,22.50000,0.00000
6.90800,0.01941,5.90000,-3.80000,-5.60000,0.42000,-0.09000,0.19000,-0.60000,22.50000,0.00000
6.91000,0.00170,5.90000,-3.80000,-6.00000,0.23000,-0.06000,0.12000,-0.60000,22.50000,0.00000
6.91100,0.00170,6.00000,-3.80000,-6.00000,0.18000,-0.03000,0.11000,-0.60000,22.50000,0.00000
6.91300,0.00171,6.00000,-3.90000,-6.00000,0.12000,0.00000,0.10000,-0.60000,22.50000,0.00000
6.91500,0.00171,6.00000,-3.80000,-5.90000,0.05000,0.00000,0.07000,-0.60000,22.50000,0.00000
6.91700,0.00171,6.00000,-3.80000,-5.80000,0.00000,0.00000,0.06000,-0.60000,22.50000,0.00000
6.91800,0.00170,6.00000,-3.80000,-5.90000,-0.04000,0.00000,0.04000,-0.60000,22.50000,0.00000
6.92000,0.00171,6.00000,-3.90000,-6.00000,-0.07000,0.00000,0.04000,-0.60000,22.50000,0.00000
6.92200,0.00171,6.00000,-3.80000,-5.80000,-0.09000,0.01000,0.00000,-0.60000,22.50000,0.00000
6.92300,0.00171,6.00000,-3.90000,-5.80000,-0.12000,0.03000,-0.01000,-0.60000,22.50000,0.00000
6.94300,0.01941,5.90000,-3.90000,-5.70000,-0.11000,0.03000,-0.02000,-0.10000,22.50000,0.00000
6.94500,0.00170,5.70000,-3.80000,-5.20000,0.23000,0.06000,0.08000,-0.10000,22.50000,0.00000
6.94600,0.00170,5.70000,-3.90000,-5.30000,0.27000,0.04000,0.09000,-0.10000,22.50000,0.00000
6.94800,0.00170,5.70000,-3.90000,-5.30000,0.29000,0.03000,0.11000,-0.10000,22.50000,0.00000
6.95000,0.00171,5.80000,-3.90000,-5.30000,0.31000,0.01000,0.11000,-0.10000,22.50000,0.00000
6.95100,0.00171,5.80000,-3.90000,-5.30000,0.32000,0.00000,0.12000,-0.10000,22.50000,0.00000
6.95300,0.00170,5.80000,-3.90000,-5.40000,0.33000,0.01000,0.14000,-0.10000,22.50000,0.00000
6.95500,0.00171,5.80000,-3.90000,-5.50000,0.32000,0.03000,0.12000,-0.10000,22.50000,0.00000
6.95600,0.00170,5.80000,-3.90000,-5.60000,0.31000,0.04000,0.12000,-0.10000,22.50000,0.00000
6.95800,0.00170,5.80000,-3.90000,-5.50000,0.32000,0.04000,0.12000,-0.10000,22.50000,0.00000
6.97800,0.01941,5.80000,-3.80000,-5.60000,0.30000,0.07000,0.12000,0.30000,22.50000,0.00000
6.97900,0.00171,5.80000,-3.90000,-5.60000,0.11000,0.17000,0.11000,0.30000,22.50000,0.00000
6.98100,0.00170,5.70000,-3.90000,-5.60000,0.12000,0.18000,0.12000,0.30000,22.50000,0.00000
6.98300,0.00171,5.80000,-3.90000,-5.40000,0.12000,0.20000,0.10000,0.30000,22.50000,0.00000
6.98400,0.00170,5.70000,-3.90000,-5.50000,0.14000,0.21000,0.11000,0.30000,22.50000,0.00000
6.98600,0.00170,5.70000,-3.90000,-5.50000,0.14000,0.23000,0.14000,0.30000,22.50000,0.00000
6.98800,0.00171,5.80000,-3.90000,-5.30000,0.17000,0.25000,0.15000,0.30000,22.50000,0.00000
6.99000,0.00170,5.80000,-3.90000,-5.30000,0.17000,0.25000,0.17000,0.30000,22.50000,0.00000
6.99100,0.00170,5.70000,-3.80000,-5.40000,0.18000,0.28000,0.17000,0.30000,22.50000,0.00000
6.99300,0.00171,5.70000,-3.90000,-5.30000,0.21000,0.28000,0.19000,0.30000,22.50000,0.00000
7.01200,0.01941,5.70000,-3.90000,-5.50000,0.23000,0.28000,0.20000,0.20000,22.50000,0.00000
7.01400,0.00170,6.10000,-3.70000,-5.70000,0.50000,0.57000,0.37000,0.20000,22.50000,0.00000
7.01600,0.00170,6.20000,-3.70000,-5.80000,0.52000,0.66000,0.39000,0.20000,22.50000,0.00000
7.01700,0.00170,6.20000,-3.80000,-5.90000,0.53000,0.77000,0.39000,0.20000,22.50000,0.00000
7.01900,0.00171,6.30000,-3.70000,-6.00000,0.50000,0.86000,0.39000,0.20000,22.50000,0.00000
7.02100,0.00170,6.40000,-3.70000,-6.00000,0.51000,0.90000,0.37000,0.20000,22.50000,0.00000
7.02300,0.00170,6.50000,-3.70000,-6.10000,0.46000,0.95000,0.33000,0.20000,22.50000,0.00000
7.02400,0.00171,6.60000,-3.70000,-6.20000,0.42000,1.00000,0.30000,0.20000,22.50000,0.00000
7.02600,0.00170,6.70000,-3.70000,-6.30000,0.36000,1.04000,0.23000,0.20000,22.50000,0.00000
7.02800,0.00171,6.80000,-3.70000,-6.40000,0.29000,1.08000,0.16000,0.20000,22.50000,0.00000
7.04700,0.01941,6.80000,-3.70000,-6.40000,0.21000,1.11000,0.10000,0.50000,22.50000,0.00000
7.04900,0.00170,7.00000,-3.80000,-6.40000,-0.78000,1.62000,-0.83000,0.50000,22.50000,0.00000
7.05100,0.00170,7.00000,-3.80000,-6.30000,-0.85000,1.64000,-0.90000,0.50000,22.50000,0.00000
7.05200,0.00170,7.00000,-3.80000,-6.20000,-0.94000,1.73000,-0.97000,0.50000,22.50000,0.00000
7.05400,0.00171,6.90000,-3.70000,-6.20000,-1.00000,1.78000,-1.01000,0.50000,22.50000,0.00000
7.05600,0.00171,6.80000,-3.70000,-6.00000,-1.03000,1.86000,-1.06000,0.50000,22.50000,0.00000
7.05700,0.00171,6.80000,-3.70000,-5.90000,-1.05000,1.94000,-1.09000,0.50000,22.50000,0.00000
7.05900,0.00171,6.80000,-3.70000,-5.80000,-1.02000,2.00000,-1.13000,0.50000,22.50000,0.00000
7.06100,0.00171,6.80000,-3.80000,-5.70000,-1.01000,2.06000,-1.19000,0.50000,22.50000,0.00000
7.06200,0.00170,6.80000,-3.90000,-5.50000,-0.97000,2.14000,-1.23000,0.50000,22.50000,0.00000
7.08200,0.01941,6.70000,-3.90000,-5.40000,-0.93000,2.20000,-1.28000,-0.40000,22.50000,0.00000
7.08400,0.00171,6.10000,-4.00000,-5.40000,-0.46000,2.79000,-1.64000,-0.40000,22.50000,0.00000
7.08500,0.00171,6.10000,-4.10000,-5.40000,-0.46000,2.85000,-1.64000,-0.40000,22.50000,0.00000
7.08700,0.00171,5.80000,-4.00000,-5.50000,-0.43000,2.90000,-1.64000,-0.40000,22.50000,0.00000
7.08900,0.00171,5.80000,-3.90000,-5.40000,-0.42000,2.95000,-1.63000,-0.40000,22.50000,0.00000
7.09000,0.00171,5.70000,-4.10000,-5.40000,-0.41000,2.98000,-1.57000,-0.40000,22.50000,0.00000
7.09200,0.00171,5.70000,-4.00000,-5.40000,-0.39000,3.00000,-1.53000,-0.40000,22.50000,0.00000
7.09400,0.00171,5.60000,-4.00000,-5.40000,-0.37000,3.04000,-1.49000,-0.40000,22.50000,0.00000
7.09600,0.00171,5.60000,-4.00000,-5.50000,-0.34000,3.09000,-1.42000,-0.40000,22.50000,0.00000
7.09700,0.00171,5.60000,-4.00000,-5.60000,-0.34000,3.17000,-1.36000,-0.40000,22.50000,0.00000
7.11700,0.01941,5.70000,-4.10000,-5.50000,-0.32000,3.28000,-1.33000,0.50000,22.50000,0.00000
7.11800,0.00171,6.10000,-4.20000,-5.70000,-0.29000,4.31000,-1.16000,0.50000,22.50000,0.00000
7.12000,0.00171,6.10000,-4.10000,-5.70000,-0.30000,4.39000,-1.21000,0.50000,22.50000,0.00000
7.12200,0.00171,6.10000,-4.10000,-5.70000,-0.28000,4.49000,-1.24000,0.50000,22.50000,0.00000
7.12300,0.00171,6.10000,-4.10000,-5.70000,-0.25000,4.59000,-1.25000,0.50000,22.50000,0.00000
7.12500,0.00171,6.00000,-4.10000,-5.60000,-0.21000,4.66000,-1.25000,0.50000,22.50000,0.00000
7.12700,0.00171,6.00000,-4.20000,-5.60000,-0.17000,4.73000,-1.26000,0.50000,22.50000,0.00000
7.12900,0.00171,6.00000,-4.20000,-5.60000,-0.13000,4.79000,-1.23000,0.50000,22.50000,0.00000
7.13000,0.00171,6.00000,-4.20000,-5.70000,-0.07000,4.84000,-1.23000,0.50000,22.50000,0.00000
7.13200,0.00170,6.00000,-4.20000,-5.60000,0.00000,4.93000,-1.23000,0.50000,22.50000,0.00000
7.15100,0.01941,5.90000,-4.20000,-5.80000,0.09000,5.01000,-1.22000,-0.10000,22.50000,0.00000
7.15300,0.00170,5.40000,-4.20000,-6.80000,0.07000,4.93000,-0.99000,-0.10000,22.50000,0.00000
7.15500,0.00171,5.40000,-4.10000,-7.00000,0.10000,4.99000,-0.93000,-0.10000,22.50000,0.00000
7.15700,0.00170,5.50000,-4.10000,-7.00000,0.14000,5.12000,-0.86000,-0.10000,22.50000,0.00000
7.15800,0.00170,5.50000,-4.10000,-7.00000,0.11000,5.22000,-0.83000,-0.10000,22.50000,0.00000
7.16000,0.00170,5.60000,-4.10000,-7.20000,0.10000,5.29000,-0.77000,-0.10000,22.50000,0.00000
7.16200,0.00170,5.50000,-4.10000,-7.20000,0.10000,5.36000,-0.72000,-0.10000,22.50000,0.00000
7.16300,0.00171,5.60000,-4.10000,-7.30000,0.08000,5.40000,-0.68000,-0.10000,22.50000,0.00000
7.16500,0.00170,5.50000,-4.10000,-7.30000,0.04000,5.43000,-0.65000,-0.10000,22.50000,0.00000
7.16700,0.00171,5.60000,-4.20000,-7.40000,0.01000,5.38000,-0.62000,-0.10000,22.50000,0.00000
7.18600,0.01941,5.70000,-4.10000,-7.50000,-0.03000,5.33000,-0.59000,0.50000,22.60000,0.00000
7.18800,0.00170,5.80000,-4.10000,-7.30000,-0.18000,4.84000,-0.50000,0.50000,22.60000,0.00000
7.19000,0.00171,5.80000,-4.10000,-7.30000,-0.16000,4.75000,-0.46000,0.50000,22.60000,0.00000
7.19100,0.00170,5.80000,-4.10000,-7.30000,-0.10000,4.65000,-0.48000,0.50000,22.60000,0.00000
7.19300,0.00171,5.80000,-4.20000,-7.20000,-0.03000,4.49000,-0.50000,0.50000,22.60000,0.00000
7.19500,0.00170,5.80000,-4.10000,-7.20000,-0.01000,4.28000,-0.54000,0.50000,22.60000,0.00000
7.19600,0.00171,6.00000,-4.10000,-7.20000,0.05000,4.10000,-0.56000,0.50000,22.60000,0.00000
7.19800,0.00170,6.00000,-4.10000,-7.20000,0.12000,3.96000,-0.65000,0.50000,22.60000,0.00000
7.20000,0.00171,6.00000,-4.10000,-7.20000,0.18000,3.89000,-0.65000,0.50000,22.60000,0.00000
7.20200,0.00170,6.10000,-5.30000,-7.30000,0.51000,4.11000,-0.78000,0.50000,22.60000,0.00000
7.22100,0.01941,6.00000,-5.20000,-7.60000,0.83000,4.00000,-0.92000,0.00000,22.60000,0.00000
7.22300,0.00171,5.50000,-4.20000,-8.00000,-0.45000,3.14000,-1.04000,0.00000,22.60000,0.00000
7.22400,0.00171,5.60000,-4.90000,-8.00000,-0.46000,3.22000,-1.08000,0.00000,22.60000,0.00000
7.22600,0.00171,5.40000,-4.50000,-7.70000,-0.48000,3.14000,-1.10000,0.00000,22.60000,0.00000
7.22800,0.00171,5.20000,-4.10000,-7.60000,-0.53000,2.81000,-1.12000,0.00000,22.60000,0.00000
7.22900,0.00171,5.10000,-4.00000,-7.40000,-0.70000,2.42000,-1.14000,0.00000,22.60000,0.00000
7.23100,0.00171,5.10000,-4.30000,-7.50000,-0.83000,2.38000,-1.14000,0.00000,22.60000,0.00000
7.23300,0.00171,5.10000,-4.60000,-7.40000,-0.90000,2.47000,-1.16000,0.00000,22.60000,0.00000
7.23500,0.00171,5.00000,-4.50000,-7.50000,-0.99000,2.42000,-1.12000,0.00000,22.60000,0.00000
7.23600,0.00171,4.70000,-4.90000,-7.10000,-0.98000,2.62000,-1.09000,0.00000,22.60000,0.00000
7.25600,0.01941,4.90000,-6.10000,-7.40000,-0.71000,3.50000,-1.06000,-0.10000,22.60000,0.00000
7.25700,0.00170,3.80000,-4.70000,-7.10000,0.67000,1.65000,1.41000,-0.10000,22.60000,0.00000
7.25900,0.00171,4.10000,-4.80000,-7.30000,0.84000,1.20000,1.54000,-0.10000,22.60000,0.00000
7.26100,0.00170,4.10000,-5.00000,-7.10000,1.07000,0.66000,1.69000,-0.10000,22.60000,0.00000
7.26300,0.00171,4.40000,-4.90000,-7.30000,1.34000,0.23000,1.86000,-0.10000,22.60000,0.00000
7.26400,0.00170,4.40000,-4.80000,-7.30000,1.64000,-0.04000,2.03000,-0.10000,22.60000,0.00000
7.26600,0.00171,4.60000,-4.90000,-7.60000,1.92000,-0.21000,2.09000,-0.10000,22.60000,0.00000
7.26800,0.00171,4.60000,-3.10000,-7.90000,1.97000,-0.95000,2.43000,-0.10000,22.60000,0.00000
7.26900,0.00171,4.50000,-5.60000,-7.10000,2.10000,-2.32000,2.47000,-0.10000,22.60000,0.00000
7.27100,0.00171,5.10000,-5.30000,-8.90000,2.23000,-2.36000,2.62000,-0.10000,22.60000,0.00000
7.29000,0.01941,5.40000,-4.20000,-9.40000,2.28000,-1.47000,2.66000,-0.10000,22.60000,0.00000
7.29200,0.00170,6.30000,-4.10000,-10.50000,-0.93000,-0.01000,4.52000,-0.10000,22.60000,0.00000
7.29400,0.00171,6.40000,-4.10000,-10.40000,-1.19000,-0.10000,4.54000,-0.10000,22.60000,0.00000
7.29600,0.00171,6.60000,-4.10000,-10.20000,-1.45000,-0.06000,4.52000,-0.10000,22.60000,0.00000
7.29700,0.00171,6.90000,-3.80000,-10.20000,-1.69000,0.12000,4.52000,-0.10000,22.60000,0.00000
7.29900,0.00171,7.10000,-3.70000,-10.20000,-1.87000,0.13000,4.51000,-0.10000,22.60000,0.00000
7.30100,0.00171,7.10000,-3.50000,-9.80000,-2.02000,-0.22000,4.45000,-0.10000,22.60000,0.00000
7.30200,0.00171,7.20000,-3.40000,-9.50000,-2.19000,-0.62000,4.42000,-0.10000,22.60000,0.00000
7.30400,0.00171,7.70000,-3.60000,-9.50000,-2.31000,-0.52000,4.32000,-0.10000,22.60000,0.00000
